"sku","name","description","price","weight","image","meta_description","url_path","short_description","image_label","category_ids"
"8","Apresto Okay","<p>Apresto en spray</p>","2.7600","1.0000","/a/p/apresto-okay.jpg","Spray apresto de uso en tintorerias y lavanderias.","/spray-appresto-okay.html","<p>Apresto en spray</p>","Apresto Spray","12,48"
"89","Desodorante Textil","Desodorante para todos los tejidos que disimula los malos olores. Elimina los olores desagradables, libera una maravillosa fragancia y desarrolla una importante accion protectora sobre los tejidos. En el ambiente cubre los olores desagradables con un delicado perfume. ","4.5000","0.5000","/d/e/desodorantes-tejidos.jpg","Desodorante para todos los tejidos que disimula los malos olores. Agradable perfume para los tejidos.","/desodorante-para-tejidos-hygienfresh.html","Desodorante para tejidos con efecto antibacterias, antipolillas.","Desodorantes para tejidos","19"
"050607","Grapadora Bostitch  B8P","Grapadora Bostitch  B8P","48.6000","0.1000","/g/r/grapadora.jpg","Grapadora Original Bostitch B8P de uso en tintorerias.","/grapadora.html","Grapadora Bostitch  B8P","","11,42"
"1","Plantilla Plancha","<p>Plantilla antibrillo para plancha</p>","20.1000","1.0000","/f/u/funda-metalica-plancha.jpg","Plantilla para plancha reforzada en aluminio de uso en tintorerias y lavanderias.","/funda-metalica-de-planchado.html","<p>Plantilla plancha teflon</p>","Plantilla plancha aluminio","12"
"4735","Grapadora Bostitch P3","Grapadora Bostitch P3","25.1900","10.0000","/g/r/grapadora2_1.jpg","","/plancha-due-effe-ironmaster-ce.html","Grapadora Bostitch P3","Grapadora P3","11,42"
"305068","Grapadora ACE Clipper textil","Grapadora","32.0000","10.0000","/g/r/grapadora4.jpg","Grapadora ACE Clipper de uso en tintorerias y lavanderias.","/grapadora-ace-clipper-textil.html","Grapadora","","11,42"
"10","Rodillo Quitapelusa","<p>Rodillo adhesivo quitapelusa</p>","2.2000","10.0000","/l/i/limpiador.jpg","Rodillo quitapelusas de uso en tintorerias y lavanderias.","/rodillo-quitapelusas.html","<p>Rodillo adhesivo</p>","Rodilo quitapelusas","12,48"
"893","Bobina Plástico","<p>Bobina de Pl&aacute;stico de Polietileno natural</p><p>Ancho: 63 cms Peso: 18 Kgs</p>","39.6000","18.0000","/b/o/bobina-plastico_2.jpg","Bobina de plástico, para máquina de embolsar de tintorerias y lavanderias.","/bobina-de-plastico-embolsar.html","<p>Bobina de Pl&aacute;stico para m&aacute;quina de embolsar</p><p>&nbsp;Ancho: 63 cms Bobinas de 18 Kgs</p>","Plastico para envolver","14,28"
"20","Optimax","Detergente concentrado indicado para ropa con manchas dificiles","59.4500","25.0000","/o/p/optimax.jpg","Detergente concentrado en polvo indicado para ropa con manchas dificiles de uso en tintorerias y lavanderias.","/detergente-optimax.html","Detergente en polvo para agua a partir de 20º","Detergente Optimax","9,32"
"0003","Rhotel","<p>Detergente con gran poder humectante y dispersante, incluso en aguas muy duras y a bajas temperaturas</p>","54.1000","25.0000","/r/o/rothel.jpg","Detergente en polvo con gran poder humectante y dispersante, incluso en aguas muy duras y a bajas temperaturas de uso en tintorerias y lavanderias.","/rhotel.html","<p style=""text-align: left;"">Detergente en polvo para agua en baja temperatura</p>
<p style=""text-align: left;"">Envase 25Kg</p>","Detergente Rothel","9,32"
"5219","Maxim","<p style=""text-align: left;"">Detergente en polvo sin ox&iacute;geno.</p><p style=""text-align: left;"">Detergente en polvo con espuma controlada.</p>
<p style=""text-align: left;"">Alto contenido en tensioactivos que facilitan el lavado incluso en aguas duras.</p>
<p style=""text-align: left;"">Maxim puede utilizarse a cualquier temperatura. Producto biodegradable.</p>
<p style=""text-align: left;"">Aplicaci&oacute;n en aguas blandas: 12 - 15 grs. por kg. de ropa, aguas duras: 20 - 25 grs. por kg. de ropa</p>","48.6000","20.0000","/m/a/maxim_1.jpg","Detergente en polvo con alto contenido en tensioactivos que facilitan el lavado incluso en aguas duras de uso en tintorerias y lavanderias.","/maxim.html","<p style=""text-align: left;"">Detergente en polvo sin oxigeno</p>
<p style=""text-align: left;"">Saco de 20 Kgs, el kg sale a <strong>2,43 €</strong></p>","","9,32"
"698","Binax","Suavizante Concentrado Antiestático","7.5000","5.0000","/d/e/detergente-soro-optimax_1.jpg","Suavizante Concentrado Antiestático de uso en tintorerias y lavanderias.","/binax-suavizante-concentrado-antiestatico.html","<p style=""text-align: left;"">Suavizante Concentrado Antiest&aacute;tico</p>
<p style=""text-align: left;"">Envase 5Kg</p>","Suavizante Antiestático Binax","9,38"
"8054","Viva Finish","<p style=""text-align: left;"">Apresto l&iacute;quido suave. Ideal para camisas Viva Finish es un apresto natural muy concentrado para dosificar en la lavadora de agua en el lugar del suavizante.</p>
<p style=""text-align: left;"">Viva Finish es ideal para mantener la calidad de las camisas.</p>
<p style=""text-align: left;"">Las camisas tratadas con Viva Finish conservan la forma, quedan permeables al aire, son agradables de llevar y son f&aacute;ciles de planchar.</p>
<p style=""text-align: left;"">Viva Finish facilita enormemente el planchado y el cliente nota que la camisa tiene algo diferente: la diferencia es un cuerpo y un tacto que no consigue en casa y que &uacute;nicamente consigue a trav&eacute;s de un servicio profesional.</p>
<p style=""text-align: left;"">&nbsp;Dosificaci&oacute;n: 2-8 ml/Kg en el &uacute;ltimo aclarado (en lugar del suavizante). </p>","48.4000","5.0000","/v/i/viva-finish.jpg","Viva Finish es un Apresto líquido suave, ideal para camisas. Viva Finish es un apresto natural muy concentrado para dosificar en la lavadora de agua en el lugar del suavizante de uso en tintorerias y lavanderias.","/viva-finish.html","<p>VIVA FINISH apresto sint&eacute;tico l&iacute;quido concentrado a base de resinas emulsionables en agua.</p>
<p>Envase de 5Kg, el kg sale a: <strong>9,68 €</strong><br>
Envase de 20Kg, el kg sale a: <strong>6,51 €</strong>.</p>","Viva Finish","9"
"778","Oxy","<p>Blanqueante con perborato generador de oxigeno activo.</p>
<p>Conserva y reaviva los colores de los tejidos.</p>
<p>Eficaz a todas las temperaturas.</p>","30.0000","8.0000","/o/x/oxy_1.jpg","Blanqueante con perborato generador de oxigeno activo que conserva y reaviva los colores de los tejidos. Para uso en tintorerias y lavanderias","/blanqueante-oxy.html","<p style=""text-align: left;"">Blanqueante con perborato generador de oxigeno activo.</p>
<p style=""text-align: left;"">Envase 8Kg.</p>","Oxy","9,35"
"5255","Prime Soft","<p>Prime Soft suavizante Perfumado.&nbsp;</p>
<p>Dota a la ropa de una extraordinaria suavidad y una agradable fragancia.</p>
<p>Elimina la electricidad est&aacute;tica y facilita el planchado.</p>
<p>Apto para toda clase de tejidos.</p>
<p>Dosificaci&oacute;n 1-6 ml./kg. de ropa seca en relaci&oacute;n de ba&ntilde;o 1:4 </p>","17.9000","10.0000","/p/r/prime-soft.jpg","Suavizante perfumado para el lavando en agua de tintorerias y lavanderias. Dota a la ropa de suavidad y una agradable fragancia de uso en tintorerias y lavanderias.","/prime-soft.html","<p style=""text-align: left;"">Suavizante perfumado para lavadora de agua.</p>
<p style=""text-align: left;"">Envase de 10 L, el litro sale a <strong>1,79 €</strong>.</p>","Prime Soft","9,38"
"8053","Viva Geniox","<p style=""text-align: left;"">Viva Geniox es ox&iacute;geno en forma l&iacute;quida.</p>
<p style=""text-align: left;"">La diferencia con otros productos a base de ox&iacute;geno es que es efectivo a partir de 25 &ordm;C.en un ba&ntilde;o &aacute;cido o ligeramente alcalino.</p>
<p style=""text-align: left;"">Esto lo hace muy eficaz para eliminar agrisamientos o amarilleamientos en prendas de lana, seda y delicadas.</p>
<p style=""text-align: left;"">Adem&aacute;s de mejorar la calidad del lavado tiene tambi&eacute;n propiedades desinfectantes: lavando 20 minutos a 40&ordm;C con Viva Geniox la desinfecci&oacute;n est&aacute; certificada por laboratorios independientes de an&aacute;lisis cl&iacute;nicos en Alemania. &iquest;Por lo tanto: que aporta VIVA GENIOX ?</p>
<p style=""text-align: left;"">Limpieza e higien e en ba&ntilde;o &aacute;cido o ligeramente alcalino combinado con Frankolan Care y de sinfecci&oacute;n certificada en lavado de 20 minutos a 40&ordm;C.</p>
<p style=""text-align: left;"">Dosificaci&oacute;n: 5-10 ml/Kg de Viva Geniox en el lavado de wetcleaning.</p>","121.1200","20.0000","/v/i/viva-geniox.jpg","VIVA GENIOX blanqueador al oxígeno líquido de gran eficacia ya a partir de 25ºC. De uso en tintorerias y lavanderias.","/viva-geniox.html","<p style=""text-align: left;"">VIVA GENIOX blanqueador al ox&iacute;geno l&iacute;quido de gran eficacia ya a partir de 25&ordm;C.</p>
<p style=""text-align: left;"">Desinfecci&oacute;n segura a partir de 40&ordm;C.</p>
<p style=""text-align: left;"">Limpieza e higiene perfectas. Blanqueador y desinfectante &oacute;ptimo para tejido delicados en combinaci&oacute;n con VIVA CARE</p>
<p style=""text-align: left;"">Envase de 20 Kgs, el kg sale a <strong>6,05 €</strong></p>","Viva Geniox","9"
"7127","Nova Finish","<p>Apresto para aplicar en ba&ntilde;o de percloroetileno.</p>
<p>Se puede aplicar tambien dentro de la maquina por pulverizacion ( spray matic )</p>","52.9500","5.0000","/n/o/nova-finish.jpg","Apresto para aplicar en baño de percloroetileno. De uso en el lavado en seco de Tintorerias.","/nova-finish.html","<p style=""text-align: justify;"">Apresto para aplicar en ba&ntilde;o de percloroetileno.</p>
<p>Envase 5L, el litro sale a <strong>10,59 €</strong><br/>
Envases  25L, el litro sale a <strong>10,17 €</strong></p>","Nova Finish","8,26"
"0006","Fraicheur L","<p><strong>Fraicheur L</strong> es un perfume que se a&ntilde;ade al ba&ntilde;o de limpieza en disolvente.</p>
<p><strong>Fraicheur L</strong> contiene aditivos que confieren a las prendas tratadas un aroma y una sensaci&oacute;n de frescura.</p>
<p>La combinaci&oacute;n de perfumes de Fraicheur L cubre los malos olores de humo, comida, sudor, orina, etc.</p>
<p><strong>Fraicheur L</strong> previene que los olores desagradables se trasladen a otros tejidos.</p>
<p><strong>Fraicheur L</strong> pasa perfectamente por los filtros y no causa problemas en la destilaci&oacute;n.</p>
<p><strong>Fraicheur L</strong> es perfectamente compatible con los reforzadores de limpieza en seco, aprestos, impermeabilizantes y otros productos de acabado.</p>
<p><strong>Fraicheur L</strong> se debe adicionar siempre en el &uacute;ltimo ba&ntilde;o.</p>
<p><span style=""font-size: medium;""><em>Aplicaci&oacute;n</em> </span></p>
<p>2 - 5 ml. Fraicheur L por 10 litros de disolvente destilado (ba&ntilde;o+filtro)</p>","26.9600","1.0000","/f/r/fraicheur.jpg","Perfume para lavado en seco de tintorerias. Fraicheur absorve los malos olores.","/fraicheur-l.html","<p>Perfume de alta concentraci&oacute;n. Para maquina de seco.</p>
Envase 1L, el litro sale a <strong>26,96 €</strong><br>
Envase 5L, el litro sale a <strong>24,37 €</strong>","Fraicheur L","8"
"7045","Nostat ASN","<p>Composici&oacute;n</p>
<p>Combinaci&oacute;n de agentes antiest&aacute;ticos de alta calidad y eficacia con suavizantes incorporados exentos de disolventes clorados.</p>
<p>Propiedades</p>
<p><strong>Nostat ASN</strong> puede utilizarse en todos los disolventes de Limpieza en Seco.</p>
<p><strong>Nostat ASN</strong> evita las cargas electroest&aacute;ticas con las prendas tratadas y les confiere un tacto muy agradable.</p>
<p><strong>Nostat ASN</strong> protege especialmente a las prendas blancas y de colores claros de los peligros de agrisamientos durante el lavado, evitando al mismo tiempo la redeposici&oacute;n de las pelusas durante el secado.</p>
<p><strong>Nostat ASN</strong> se a&ntilde;ade puro al disolvente y no presenta ning&uacute;n problema en el filtrado ni en la destilaci&oacute;n.</p>
<p><strong>Nostat ASN</strong> es compatible con todos los reforzadores de Limpieza en Seco y debe a&ntilde;adirse siempre en el &uacute;ltimo ba&ntilde;o del proceso.</p>
<p>Envase de 5 Lts. / Polybox 25 Lts.</p>","49.7000","5.0000","/n/o/nostat-asn.jpg","Antiestático concentrado para la Limpieza en Seco con percloroetileno e hidrocarburos de uso en tintorerias y lavanderias.","/nostat-asn.html","<p>Antiest&aacute;tico concentrado para la Limpieza en Seco con percloroetileno e hidrocarburos</p>
<p>Evita las descargas electrost&aacute;ticas de las prendas tratadas.</p>
<p>Envase 5L, el litro sale a <strong>9,94 €</strong><br>
Envase 25L, el litro sale a <strong>9,51</strong>","Nostat ASN","8"
"7091","Neutrol A","<p>Neutralizante en polvo de la acidez del disolvente.</p>
<p>Producto insoluble en agua.</p>
<p>conserva el disolvente en buenas condiciones.</p>
<p>Reduce el riesgo de corrosi&oacute;n met&aacute;lica y facilita la destilaci&oacute;n.</p>","98.8500","10.0000","/n/e/neutrol-a_1.jpg","Neutrol A es un neutralizante en polvo de la acidez del disolvente de uso en tintorerias y lavanderias.","/neutrol-a.html","<p>Neutralizante en polvo de la acidez del disolvente.</p>
<p>Envase 15Kl</p>","Neutrol A","8"
"911","Delavon Sol 50","Detergente y engrasante para el lavado de la piel en agua.","54.9000","12.0000","/d/e/devalon-sol-50_1.jpg","Detergente y engrasante para el lavado en la piel en agua de uso en tintorerias y lavanderias.","/devalon-sol-50.html","<p>Detergente y engrasante para el lavado de la piel en agua.</p>","","15"
"7764","Dry X Finish","<p>Suavizante y agente de reengrase para prendas de ante y piel en m&aacute;quina de percloroetileno e hidrocarburos.</p>
<p>Dry X Finish tiene un aspecto claro y se disuelve perfectamente tanto en percloroetileno como en fluorocarbono.</p>
<p>Dry X Finish penetra profundamente en la piel sin alterar sus caracter&iacute;sticas y devuelve a las prendas la grasa natural que el disolvente les arrebata durante la Limpieza en Seco.</p>
<p>Dry X Finish posee una gran capacidad de igualaci&oacute;n del color y hace que la piel recobre su vivacidad inicial.&nbsp; Confiere a la piel un tacto suave, d&aacute;ndole tambi&eacute;n un ligero efecto hidr&oacute;fugo que la protege contra las manchas de lluvia.</p>
<p>Dosificaci&oacute;n Si se trata de un proceso de Limpieza a dos ba&ntilde;os, es recomendable a&ntilde;adir Dry X Finish tambi&eacute;n en el primer ba&ntilde;o, para evitar un desengrase excesivo con la consiguiente p&eacute;rdidad de color. 10-20 ml. de Dry X Finish por litro de disolvente Para el engrase final en el segundo ba&ntilde;o, a&ntilde;adir: 25-35 ml. de Dry X Finish por litro de disolvente.</p>
<p>Un ligero cepillado aumentar&aacute; considerablemente el efecto aterciopelado suave y agradable al tacto. </p>","38.4000","5.0000","/d/r/dryx-finish.jpg","Suavizante y agente de reengrase para prendas de ante y piel en máquina de percloroetileno e hidrocarburos de uso en tintorerias y lavanderias.","/dryx-finish.html","<p>&nbsp;Suavizante y agente de reengrase para prendas de ante y piel en m&aacute;quina de percloroetileno e hidrocarburos.</p>
<p>Envase 5/20 Kl</p>","DryX Finish","15"
"8004","Dry X Licker","<p>Agente de reengrase para prendas de ante y piel en m&aacute;quina de percloroetileno e hidrocarburos y para pulverizar a pistola despu&eacute;s de la limpieza en seco.</p>
<p>&nbsp;Combinaci&oacute;n de aceites especiales que emulsionan tanto en medio acuoso como en medio disolvente.&nbsp;</p>
<p>Dry X Licker es un producto claro que se disuelve perfectamente en agua as&iacute; como en percloroetileno y fluorocarbono .</p>
<p>Dry X Licker devuelve a la piel la grasa natural que ha perdido durante la Limpieza en Seco.</p>
<p>Dry X Licker intensifica el color de la piel, iguala su superficie y le confiere un tacto suave y un aspecto aterciopelado.</p>
<p>Aplicaci&oacute;n Despu&eacute;s de la limpieza en seco, aplicar en las prendas secas la siguiente emulsi&oacute;n: 1 parte de Dry X Licker por 8 - 10 partes de agua.</p>
<p>Pulverizar todas la superficie de la prenda por medio de una pistola pulverizadora o bien mojarla con una esponja.</p>
<p>Dejar secar al aire o en secador a 45 - 60&ordm;C. Terminar sobre el maniqu&iacute; o prensa aplicando vapor seco.</p>
<p>Un cepillado ligero confiere al ante un aspecto aterciopelado y un tacto suave. </p>","61.9500","5.0000","/d/r/dryx-licker.jpg","Agente de reengrase para prendas de ante y piel en máquina de percloroetileno e hidrocarburos y para pulverizar a pistola de uso en tintorerias y lavanderias.","/dryx-licker.html","<p>&nbsp;Agente de reengrase para prendas de ante y piel en m&aacute;quina de percloroetileno e hidrocarburos y para pulverizar a pistola.</p>
<p>Envase 5/20Lt</p>","DryX Licker","15"
"6982","Dry X Pre & Clean","<p>Predesmanchador y reforzador para la limpieza de ante y piel en percloroetileno e hidrocarburos.</p>
<p>Combinaci&oacute;n de aceites y detergentes especiales solubles en percloroetileno y en disolvente fluorados.</p>
<p>Dry X Pre &amp; Clean presenta un aspecto claro y viscoso, y se disuelve perfectamente tanto en percloroetileno como en fluorocarbono .</p>
<p>Dry X Pre &amp; Clean es un excelente predesmanchado de la piel, tanto a cepillo como a pistola, y tambi&eacute;n puede emplearse como reforzador durante la Limpieza en Seco de prendas de ante y de piel.</p>
<p>Dry X Pre &amp; Clean tiene un gran efecto disolvente sobre las manchas magras: vino, helado, restos de comida, cerveza, zumos de frutas, aureolas de sudor, etc., y tambi&eacute;n sobre las manchas grasas: suciedad intensa de cuellos, mangas, bolsillos, etc.</p>
<p>Aplicaci&oacute;n en el predesmanchado Para eliminar las manchas magras, mezclar 5 partes de Dry X Pre &amp; Clean con 1 parte de agua. Aplicar a cepillo o pistola. Para eliminar las manchas grasas y la suciedad intensa debe emplearse puro o mezclado con disolvente en la proporci&oacute;n 1:2. Aplicar a cepillo o pistola.</p>
<p>Si se trata de una piel muy delicada puede emplearse el Dry X Pre &amp; Clean mezclado con Dry X Licker o bien con Dry X Finish , con el fin de evitar un engrase excesivo que pudiera provocar una p&eacute;rdida de color.</p>
<p>Dry X Pre &amp; Clean no ataca ni altera el color de la piel siempre que se trate de un colorante s&oacute;lido.</p>
<p>&nbsp;</p>","38.6500","5.0000","/d/r/dryx-pre-clean.jpg","Predesmanchador y reforzador para la limpieza de ante y piel en percloroetileno e hidrocarburos de uso en tintorerias y lavanderias.","/dryx-pre-clean.html","<p>Predesmanchador y reforzador para la limpieza de ante y piel en percloroetileno e hidrocarburos</p>
<p>.Envase de 5/20 Lt</p>","DryX Pre & Clean","15"
